Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,t,pct_of_receipts,pillar2_rank_wt,pillar2_rank,pillar1_rank,pillar1_rank_wt,sigmoid,curve
Estate and Gift Taxes,2015000000,Receipt,-0.25,0.008381305736723013,25.0,8.0,7.6,23.75,0.43782349911420193,24.297279373892753
Customs Duties,2421000000,Receipt,-0.25,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.43782349911420193,71.91994694672255
Social Insurance and Retirement Receipts,106425000000,Receipt,0.0,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.5,377.20000000000005
Excise Taxes,8123000000,Receipt,0.0,0.03378726873419406,172.0,5.0,4.75,163.4,0.5,167.7
Individual Income Taxes,103981000000,Receipt,0.0,0.4325044922134966,319.0,2.0,2.1,334.95,0.5,326.975
Deficit,88426000000,Deficit,0.0,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.5,276.75
Corporation Income Taxes,5935000000,Receipt,0.0,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.5,119.925
Estate and Gift Taxes,2015000000,Receipt,0.0,0.008381305736723013,25.0,8.0,7.6,23.75,0.5,24.375
Miscellaneous Receipts,11516000000,Receipt,0.0,0.04790030613603088,221.0,4.0,4.0,221.0,0.5,221.0
Customs Duties,2421000000,Receipt,0.0,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.5,72.15
Excise Taxes,8123000000,Receipt,0.25,0.03378726873419406,172.0,5.0,4.75,163.4,0.5621765008857981,168.23471790761786
Customs Duties,2421000000,Receipt,0.25,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.5621765008857981,72.38005305327745
Miscellaneous Receipts,11516000000,Receipt,0.25,0.04790030613603088,221.0,4.0,4.0,221.0,0.5621765008857981,221.0
Estate and Gift Taxes,2015000000,Receipt,0.25,0.008381305736723013,25.0,8.0,7.6,23.75,0.5621765008857981,24.452720626107247
Social Insurance and Retirement Receipts,106425000000,Receipt,0.25,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.5621765008857981,376.0559523837013
Individual Income Taxes,103981000000,Receipt,0.25,0.4325044922134966,319.0,2.0,2.1,334.95,0.5621765008857981,325.9832848108715
Deficit,88426000000,Deficit,0.25,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.5621765008857981,275.9106172380417
Corporation Income Taxes,5935000000,Receipt,0.25,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.5621765008857981,120.30738548044765
Deficit,88426000000,Deficit,0.5,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.6224593312018546,275.09679902877497
Excise Taxes,8123000000,Receipt,0.5,0.03378726873419406,172.0,5.0,4.75,163.4,0.6224593312018546,168.75315024833594
Social Insurance and Retirement Receipts,106425000000,Receipt,0.5,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.6224593312018546,374.9467483058859
Customs Duties,2421000000,Receipt,0.5,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.6224593312018546,72.60309952544686
Corporation Income Taxes,5935000000,Receipt,0.5,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.6224593312018546,120.67812488689141
Estate and Gift Taxes,2015000000,Receipt,0.5,0.008381305736723013,25.0,8.0,7.6,23.75,0.6224593312018546,24.52807416400232
Miscellaneous Receipts,11516000000,Receipt,0.5,0.04790030613603088,221.0,4.0,4.0,221.0,0.6224593312018546,221.0
Individual Income Taxes,103981000000,Receipt,0.5,0.4325044922134966,319.0,2.0,2.1,334.95,0.6224593312018546,325.0217736673304
Estate and Gift Taxes,2015000000,Receipt,0.75,0.008381305736723013,25.0,8.0,7.6,23.75,0.679178699175393,24.59897337396924
Corporation Income Taxes,5935000000,Receipt,0.75,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.679178699175393,121.02694899992866
Deficit,88426000000,Deficit,0.75,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.679178699175393,274.3310875611322
Customs Duties,2421000000,Receipt,0.75,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.679178699175393,72.81296118694895
Individual Income Taxes,103981000000,Receipt,0.75,0.4325044922134966,319.0,2.0,2.1,334.95,0.679178699175393,324.1170997481525
Excise Taxes,8123000000,Receipt,0.75,0.03378726873419406,172.0,5.0,4.75,163.4,0.679178699175393,169.2409368129084
Miscellaneous Receipts,11516000000,Receipt,0.75,0.04790030613603088,221.0,4.0,4.0,221.0,0.679178699175393,221.0
Social Insurance and Retirement Receipts,106425000000,Receipt,0.75,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.679178699175393,373.9031119351728
Individual Income Taxes,103981000000,Receipt,1.0,0.4325044922134966,319.0,2.0,2.1,334.95,0.7310585786300049,323.2896156708514
Excise Taxes,8123000000,Receipt,1.0,0.03378726873419406,172.0,5.0,4.75,163.4,0.7310585786300049,169.68710377621804
Customs Duties,2421000000,Receipt,1.0,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.7310585786300049,73.00491674093102
Corporation Income Taxes,5935000000,Receipt,1.0,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.7310585786300049,121.34601025857452
Social Insurance and Retirement Receipts,106425000000,Receipt,1.0,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.7310585786300049,372.94852215320793
Deficit,88426000000,Deficit,1.0,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.7310585786300049,273.63070918849496
Miscellaneous Receipts,11516000000,Receipt,1.0,0.04790030613603088,221.0,4.0,4.0,221.0,0.7310585786300049,221.0
Estate and Gift Taxes,2015000000,Receipt,1.0,0.008381305736723013,25.0,8.0,7.6,23.75,0.7310585786300049,24.663823223287505
Estate and Gift Taxes,2015000000,Receipt,1.25,0.008381305736723013,25.0,8.0,7.6,23.75,0.7772998611746911,24.721624826468364
Customs Duties,2421000000,Receipt,1.25,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.7772998611746911,73.17600948634636
Social Insurance and Retirement Receipts,106425000000,Receipt,1.25,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.7772998611746911,372.0976825543857
Corporation Income Taxes,5935000000,Receipt,1.25,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.7772998611746911,121.63039414622435
Deficit,88426000000,Deficit,1.25,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.7772998611746911,273.00645187414165
Individual Income Taxes,103981000000,Receipt,1.25,0.4325044922134966,319.0,2.0,2.1,334.95,0.7772998611746911,322.5520672142637
Excise Taxes,8123000000,Receipt,1.25,0.03378726873419406,172.0,5.0,4.75,163.4,0.7772998611746911,170.08477880610235
Miscellaneous Receipts,11516000000,Receipt,1.25,0.04790030613603088,221.0,4.0,4.0,221.0,0.7772998611746911,221.0
Social Insurance and Retirement Receipts,106425000000,Receipt,1.5,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.8175744761936437,371.35662963803696
Individual Income Taxes,103981000000,Receipt,1.5,0.4325044922134966,319.0,2.0,2.1,334.95,0.8175744761936437,321.9096871047114
Deficit,88426000000,Deficit,1.5,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.8175744761936437,272.4627445713858
Corporation Income Taxes,5935000000,Receipt,1.5,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.8175744761936437,121.87808302859091
Excise Taxes,8123000000,Receipt,1.5,0.03378726873419406,172.0,5.0,4.75,163.4,0.8175744761936437,170.43114049526534
Customs Duties,2421000000,Receipt,1.5,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.8175744761936437,73.32502556191648
Estate and Gift Taxes,2015000000,Receipt,1.5,0.008381305736723013,25.0,8.0,7.6,23.75,0.8175744761936437,24.771968095242055
Miscellaneous Receipts,11516000000,Receipt,1.5,0.04790030613603088,221.0,4.0,4.0,221.0,0.8175744761936437,221.0
Corporation Income Taxes,5935000000,Receipt,1.75,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.8519528019683106,122.08950973210511
Social Insurance and Retirement Receipts,106425000000,Receipt,1.75,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.8519528019683106,370.7240684437831
Estate and Gift Taxes,2015000000,Receipt,1.75,0.008381305736723013,25.0,8.0,7.6,23.75,0.8519528019683106,24.814941002460387
Individual Income Taxes,103981000000,Receipt,1.75,0.4325044922134966,319.0,2.0,2.1,334.95,0.8519528019683106,321.36135280860543
Customs Duties,2421000000,Receipt,1.75,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.8519528019683106,73.45222536728275
Excise Taxes,8123000000,Receipt,1.75,0.03378726873419406,172.0,5.0,4.75,163.4,0.8519528019683106,170.72679409692748
Deficit,88426000000,Deficit,1.75,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.8519528019683106,271.9986371734278
Miscellaneous Receipts,11516000000,Receipt,1.75,0.04790030613603088,221.0,4.0,4.0,221.0,0.8519528019683106,221.0
Corporation Income Taxes,5935000000,Receipt,2.0,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.8807970779778823,122.26690202956398
Estate and Gift Taxes,2015000000,Receipt,2.0,0.008381305736723013,25.0,8.0,7.6,23.75,0.8807970779778823,24.850996347472353
Miscellaneous Receipts,11516000000,Receipt,2.0,0.04790030613603088,221.0,4.0,4.0,221.0,0.8807970779778823,221.0
Excise Taxes,8123000000,Receipt,2.0,0.03378726873419406,172.0,5.0,4.75,163.4,0.8807970779778823,170.9748548706098
Deficit,88426000000,Deficit,2.0,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.8807970779778823,271.6092394472986
Social Insurance and Retirement Receipts,106425000000,Receipt,2.0,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.8807970779778823,370.19333376520694
Customs Duties,2421000000,Receipt,2.0,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.8807970779778823,73.55894918851817
Individual Income Taxes,103981000000,Receipt,2.0,0.4325044922134966,319.0,2.0,2.1,334.95,0.8807970779778823,320.90128660625277
Individual Income Taxes,103981000000,Receipt,2.25,0.4325044922134966,319.0,2.0,2.1,334.95,0.9046505351008904,320.5208239651408
Estate and Gift Taxes,2015000000,Receipt,2.25,0.008381305736723013,25.0,8.0,7.6,23.75,0.9046505351008904,24.880813168876113
Social Insurance and Retirement Receipts,106425000000,Receipt,2.25,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9046505351008904,369.7544301541436
Corporation Income Taxes,5935000000,Receipt,2.25,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9046505351008904,122.41360079087048
Customs Duties,2421000000,Receipt,2.25,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9046505351008904,73.64720697987329
Miscellaneous Receipts,11516000000,Receipt,2.25,0.04790030613603088,221.0,4.0,4.0,221.0,0.9046505351008904,221.0
Excise Taxes,8123000000,Receipt,2.25,0.03378726873419406,172.0,5.0,4.75,163.4,0.9046505351008904,171.17999460186766
Deficit,88426000000,Deficit,2.25,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9046505351008904,271.287217776138
Corporation Income Taxes,5935000000,Receipt,2.5,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9241418199787566,122.53347219286935
Customs Duties,2421000000,Receipt,2.5,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9241418199787566,73.7193247339214
Deficit,88426000000,Deficit,2.5,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9241418199787566,271.0240854302868
Social Insurance and Retirement Receipts,106425000000,Receipt,2.5,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9241418199787566,369.3957905123909
Miscellaneous Receipts,11516000000,Receipt,2.5,0.04790030613603088,221.0,4.0,4.0,221.0,0.9241418199787566,221.0
Excise Taxes,8123000000,Receipt,2.5,0.03378726873419406,172.0,5.0,4.75,163.4,0.9241418199787566,171.3476196518173
Estate and Gift Taxes,2015000000,Receipt,2.5,0.008381305736723013,25.0,8.0,7.6,23.75,0.9241418199787566,24.905177274973447
Individual Income Taxes,103981000000,Receipt,2.5,0.4325044922134966,319.0,2.0,2.1,334.95,0.9241418199787566,320.20993797133883
Miscellaneous Receipts,11516000000,Receipt,2.75,0.04790030613603088,221.0,4.0,4.0,221.0,0.9399133498259924,221.0
Estate and Gift Taxes,2015000000,Receipt,2.75,0.008381305736723013,25.0,8.0,7.6,23.75,0.9399133498259924,24.92489168728249
Deficit,88426000000,Deficit,2.75,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9399133498259924,270.8111697773491
Excise Taxes,8123000000,Receipt,2.75,0.03378726873419406,172.0,5.0,4.75,163.4,0.9399133498259924,171.48325480850355
Customs Duties,2421000000,Receipt,2.75,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9399133498259924,73.77767939435617
Individual Income Taxes,103981000000,Receipt,2.75,0.4325044922134966,319.0,2.0,2.1,334.95,0.9399133498259924,319.95838207027543
Corporation Income Taxes,5935000000,Receipt,2.75,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9399133498259924,122.63046710142986
Social Insurance and Retirement Receipts,106425000000,Receipt,2.75,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9399133498259924,369.10559436320176
Deficit,88426000000,Deficit,3.0,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9525741268224331,270.6402492878972
Excise Taxes,8123000000,Receipt,3.0,0.03378726873419406,172.0,5.0,4.75,163.4,0.9525741268224331,171.59213749067294
Estate and Gift Taxes,2015000000,Receipt,3.0,0.008381305736723013,25.0,8.0,7.6,23.75,0.9525741268224331,24.94071765852804
Corporation Income Taxes,5935000000,Receipt,3.0,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9525741268224331,122.70833087995797
Individual Income Taxes,103981000000,Receipt,3.0,0.4325044922134966,319.0,2.0,2.1,334.95,0.9525741268224331,319.7564426771822
Social Insurance and Retirement Receipts,106425000000,Receipt,3.0,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9525741268224331,368.87263606646724
Customs Duties,2421000000,Receipt,3.0,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9525741268224331,73.824524269243
Miscellaneous Receipts,11516000000,Receipt,3.0,0.04790030613603088,221.0,4.0,4.0,221.0,0.9525741268224331,221.0
Miscellaneous Receipts,11516000000,Receipt,3.25,0.04790030613603088,221.0,4.0,4.0,221.0,0.9626731126558706,221.0
Estate and Gift Taxes,2015000000,Receipt,3.25,0.008381305736723013,25.0,8.0,7.6,23.75,0.9626731126558706,24.953341390819837
Corporation Income Taxes,5935000000,Receipt,3.25,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9626731126558706,122.77043964283361
Excise Taxes,8123000000,Receipt,3.25,0.03378726873419406,172.0,5.0,4.75,163.4,0.9626731126558706,171.6789887688405
Deficit,88426000000,Deficit,3.25,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9626731126558706,270.50391297914575
Social Insurance and Retirement Receipts,106425000000,Receipt,3.25,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9626731126558706,368.686814727132
Individual Income Taxes,103981000000,Receipt,3.25,0.4325044922134966,319.0,2.0,2.1,334.95,0.9626731126558706,319.59536385313885
Customs Duties,2421000000,Receipt,3.25,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9626731126558706,73.86189051682672
Miscellaneous Receipts,11516000000,Receipt,3.5,0.04790030613603088,221.0,4.0,4.0,221.0,0.9706877692486436,221.0
Excise Taxes,8123000000,Receipt,3.5,0.03378726873419406,172.0,5.0,4.75,163.4,0.9706877692486436,171.74791481553834
Individual Income Taxes,103981000000,Receipt,3.5,0.4325044922134966,319.0,2.0,2.1,334.95,0.9706877692486436,319.46753008048415
Deficit,88426000000,Deficit,3.5,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9706877692486436,270.39571511514333
Customs Duties,2421000000,Receipt,3.5,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9706877692486436,73.89154474621998
Estate and Gift Taxes,2015000000,Receipt,3.5,0.008381305736723013,25.0,8.0,7.6,23.75,0.9706877692486436,24.963359711560805
Social Insurance and Retirement Receipts,106425000000,Receipt,3.5,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9706877692486436,368.539345045825
Corporation Income Taxes,5935000000,Receipt,3.5,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9706877692486436,122.81972978087916
Individual Income Taxes,103981000000,Receipt,3.75,0.4325044922134966,319.0,2.0,2.1,334.95,0.9770226300899744,319.3664890500649
Customs Duties,2421000000,Receipt,3.75,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9770226300899744,73.91498373133291
Social Insurance and Retirement Receipts,106425000000,Receipt,3.75,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9770226300899744,368.42278360634447
Estate and Gift Taxes,2015000000,Receipt,3.75,0.008381305736723013,25.0,8.0,7.6,23.75,0.9770226300899744,24.971278287612467
Miscellaneous Receipts,11516000000,Receipt,3.75,0.04790030613603088,221.0,4.0,4.0,221.0,0.9770226300899744,221.0
Corporation Income Taxes,5935000000,Receipt,3.75,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9770226300899744,122.85868917505334
Excise Taxes,8123000000,Receipt,3.75,0.03378726873419406,172.0,5.0,4.75,163.4,0.9770226300899744,171.80239461877377
Deficit,88426000000,Deficit,3.75,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9770226300899744,270.31019449378533
Customs Duties,2421000000,Receipt,4.0,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9820137900379085,73.93345102314026
Estate and Gift Taxes,2015000000,Receipt,4.0,0.008381305736723013,25.0,8.0,7.6,23.75,0.9820137900379085,24.977517237547385
Miscellaneous Receipts,11516000000,Receipt,4.0,0.04790030613603088,221.0,4.0,4.0,221.0,0.9820137900379085,221.0
Individual Income Taxes,103981000000,Receipt,4.0,0.4325044922134966,319.0,2.0,2.1,334.95,0.9820137900379085,319.28688004889534
Deficit,88426000000,Deficit,4.0,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9820137900379085,270.24281383448823
Corporation Income Taxes,5935000000,Receipt,4.0,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9820137900379085,122.88938480873314
Excise Taxes,8123000000,Receipt,4.0,0.03378726873419406,172.0,5.0,4.75,163.4,0.9820137900379085,171.84531859432602
Social Insurance and Retirement Receipts,106425000000,Receipt,4.0,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9820137900379085,368.3309462633025
Deficit,88426000000,Deficit,4.25,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9859363729567544,270.18985896508383
Corporation Income Taxes,5935000000,Receipt,4.25,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9859363729567544,122.91350869368404
Social Insurance and Retirement Receipts,106425000000,Receipt,4.25,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9859363729567544,368.25877073759574
Excise Taxes,8123000000,Receipt,4.25,0.03378726873419406,172.0,5.0,4.75,163.4,0.9859363729567544,171.87905280742808
Individual Income Taxes,103981000000,Receipt,4.25,0.4325044922134966,319.0,2.0,2.1,334.95,0.9859363729567544,319.2243148513398
Customs Duties,2421000000,Receipt,4.25,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9859363729567544,73.94796457993999
Estate and Gift Taxes,2015000000,Receipt,4.25,0.008381305736723013,25.0,8.0,7.6,23.75,0.9859363729567544,24.982420466195943
Miscellaneous Receipts,11516000000,Receipt,4.25,0.04790030613603088,221.0,4.0,4.0,221.0,0.9859363729567544,221.0
Estate and Gift Taxes,2015000000,Receipt,4.5,0.008381305736723013,25.0,8.0,7.6,23.75,0.9890130573694068,24.98626632171176
Excise Taxes,8123000000,Receipt,4.5,0.03378726873419406,172.0,5.0,4.75,163.4,0.9890130573694068,171.9055122933769
Deficit,88426000000,Deficit,4.5,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9890130573694068,270.148323725513
Miscellaneous Receipts,11516000000,Receipt,4.5,0.04790030613603088,221.0,4.0,4.0,221.0,0.9890130573694068,221.0
Customs Duties,2421000000,Receipt,4.5,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9890130573694068,73.95934831226681
Corporation Income Taxes,5935000000,Receipt,4.5,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9890130573694068,122.93243030282186
Social Insurance and Retirement Receipts,106425000000,Receipt,4.5,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9890130573694068,368.20215974440293
Individual Income Taxes,103981000000,Receipt,4.5,0.4325044922134966,319.0,2.0,2.1,334.95,0.9890130573694068,319.175241734958
Customs Duties,2421000000,Receipt,4.75,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.991422514586288,73.96826330396927
Excise Taxes,8123000000,Receipt,4.75,0.03378726873419406,172.0,5.0,4.75,163.4,0.991422514586288,171.92623362544208
Social Insurance and Retirement Receipts,106425000000,Receipt,4.75,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.991422514586288,368.1578257316123
Estate and Gift Taxes,2015000000,Receipt,4.75,0.008381305736723013,25.0,8.0,7.6,23.75,0.991422514586288,24.98927814323286
Corporation Income Taxes,5935000000,Receipt,4.75,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.991422514586288,122.94724846470567
Deficit,88426000000,Deficit,4.75,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.991422514586288,270.1157960530851
Miscellaneous Receipts,11516000000,Receipt,4.75,0.04790030613603088,221.0,4.0,4.0,221.0,0.991422514586288,221.0
Individual Income Taxes,103981000000,Receipt,4.75,0.4325044922134966,319.0,2.0,2.1,334.95,0.991422514586288,319.1368108923487
Individual Income Taxes,103981000000,Receipt,5.0,0.4325044922134966,319.0,2.0,2.1,334.95,0.9933071490757153,319.10675097224237
Social Insurance and Retirement Receipts,106425000000,Receipt,5.0,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9933071490757153,368.12314845700683
Deficit,88426000000,Deficit,5.0,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9933071490757153,270.09035348747784
Miscellaneous Receipts,11516000000,Receipt,5.0,0.04790030613603088,221.0,4.0,4.0,221.0,0.9933071490757153,221.0
Excise Taxes,8123000000,Receipt,5.0,0.03378726873419406,172.0,5.0,4.75,163.4,0.9933071490757153,171.94244148205115
Customs Duties,2421000000,Receipt,5.0,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9933071490757153,73.97523645158014
Estate and Gift Taxes,2015000000,Receipt,5.0,0.008381305736723013,25.0,8.0,7.6,23.75,0.9933071490757153,24.991633936344645
Corporation Income Taxes,5935000000,Receipt,5.0,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9933071490757153,122.95883896681565
Customs Duties,2421000000,Receipt,5.25,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9947798743064417,73.98068553493384
Excise Taxes,8123000000,Receipt,5.25,0.03378726873419406,172.0,5.0,4.75,163.4,0.9947798743064417,171.9551069190354
Individual Income Taxes,103981000000,Receipt,5.25,0.4325044922134966,319.0,2.0,2.1,334.95,0.9947798743064417,319.08326100481224
Estate and Gift Taxes,2015000000,Receipt,5.25,0.008381305736723013,25.0,8.0,7.6,23.75,0.9947798743064417,24.993474842883053
Social Insurance and Retirement Receipts,106425000000,Receipt,5.25,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9947798743064417,368.09605031276146
Miscellaneous Receipts,11516000000,Receipt,5.25,0.04790030613603088,221.0,4.0,4.0,221.0,0.9947798743064417,221.0
Deficit,88426000000,Deficit,5.25,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9947798743064417,270.070471696863
Corporation Income Taxes,5935000000,Receipt,5.25,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9947798743064417,122.96789622698462
Social Insurance and Retirement Receipts,106425000000,Receipt,5.5,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.995929862284104,368.0748905339725
Corporation Income Taxes,5935000000,Receipt,5.5,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.995929862284104,122.97496865304724
Customs Duties,2421000000,Receipt,5.5,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.995929862284104,73.98494049045118
Miscellaneous Receipts,11516000000,Receipt,5.5,0.04790030613603088,221.0,4.0,4.0,221.0,0.995929862284104,221.0
Deficit,88426000000,Deficit,5.5,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.995929862284104,270.0549468591646
Estate and Gift Taxes,2015000000,Receipt,5.5,0.008381305736723013,25.0,8.0,7.6,23.75,0.995929862284104,24.99491232785513
Excise Taxes,8123000000,Receipt,5.5,0.03378726873419406,172.0,5.0,4.75,163.4,0.995929862284104,171.9649968156433
Individual Income Taxes,103981000000,Receipt,5.5,0.4325044922134966,319.0,2.0,2.1,334.95,0.995929862284104,319.06491869656855
Excise Taxes,8123000000,Receipt,5.75,0.03378726873419406,172.0,5.0,4.75,163.4,0.9968273171575148,171.97271492755462
Deficit,88426000000,Deficit,5.75,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9968273171575148,270.0428312183735
Individual Income Taxes,103981000000,Receipt,5.75,0.4325044922134966,319.0,2.0,2.1,334.95,0.9968273171575148,319.05060429133766
Customs Duties,2421000000,Receipt,5.75,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9968273171575148,73.9882610734828
Estate and Gift Taxes,2015000000,Receipt,5.75,0.008381305736723013,25.0,8.0,7.6,23.75,0.9968273171575148,24.996034146446895
Miscellaneous Receipts,11516000000,Receipt,5.75,0.04790030613603088,221.0,4.0,4.0,221.0,0.9968273171575148,221.0
Social Insurance and Retirement Receipts,106425000000,Receipt,5.75,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9968273171575148,368.05837736430175
Corporation Income Taxes,5935000000,Receipt,5.75,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9968273171575148,122.98048800051872
Miscellaneous Receipts,11516000000,Receipt,6.0,0.04790030613603088,221.0,4.0,4.0,221.0,0.9975273768433653,221.0
Corporation Income Taxes,5935000000,Receipt,6.0,0.02468637694662585,123.0,6.0,5.699999999999999,116.85,0.9975273768433653,122.98479336758669
Excise Taxes,8123000000,Receipt,6.0,0.03378726873419406,172.0,5.0,4.75,163.4,0.9975273768433653,171.97873544085294
Deficit,88426000000,Deficit,6.0,0.367804139491548,270.0,3.0,3.1500000000000004,283.5,0.9975273768433653,270.0333804126146
Individual Income Taxes,103981000000,Receipt,6.0,0.4325044922134966,319.0,2.0,2.1,334.95,0.9975273768433653,319.0394383393483
Social Insurance and Retirement Receipts,106425000000,Receipt,6.0,0.44267020497803805,368.0,1.0,1.05,386.40000000000003,0.9975273768433653,368.04549626608207
Customs Duties,2421000000,Receipt,6.0,0.01007004525489152,74.0,7.0,6.6499999999999995,70.3,0.9975273768433653,73.99085129432045
Estate and Gift Taxes,2015000000,Receipt,6.0,0.008381305736723013,25.0,8.0,7.6,23.75,0.9975273768433653,24.996909221054207
