Stage3_Outlay_Type,Outlay_Amount,Stage4_Function,VizSideOutlays,percent of outlays,Rank_Stage3_Outlays,Rank_Stage4_Functions,Link,t,sigmoid,curve
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,4.25,0.985936372957,26.9718727459
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,4.5,0.989013057369,26.9780261147
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,4.75,0.991422514586,26.9828450292
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,5.0,0.993307149076,26.9866142982
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,5.25,0.994779874306,26.9895597486
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,5.5,0.995929862284,26.9918597246
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,5.75,0.996827317158,26.9936546343
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,6.0,0.997527376843,26.9950547537
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-6.0,0.00247262315663,25.0049452463
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-5.75,0.00317268284249,25.0063453657
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-5.5,0.0040701377159,25.0081402754
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-5.25,0.00522012569356,25.0104402514
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-5.0,0.00669285092428,25.0133857018
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-4.75,0.00857748541371,25.0171549708
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-4.5,0.0109869426306,25.0219738853
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-4.25,0.0140636270432,25.0281272541
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-4.0,0.0179862099621,25.0359724199
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-3.75,0.02297736991,25.0459547398
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-3.5,0.0293122307514,25.0586244615
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-3.25,0.0373268873441,25.0746537747
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-3.0,0.0474258731776,25.0948517464
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-2.75,0.060086650174,25.1201733003
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-2.5,0.0758581800212,25.15171636
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-2.25,0.0953494648991,25.1906989298
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-2.0,0.119202922022,25.238405844
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-1.75,0.148047198032,25.2960943961
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-1.5,0.182425523806,25.3648510476
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-1.25,0.222700138825,25.4454002777
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-1.0,0.26894142137,25.5378828427
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-0.75,0.320821300825,25.6416426016
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-0.5,0.377540668798,25.7550813376
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,-0.25,0.437823499114,25.8756469982
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,0.0,0.5,26.0
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,0.25,0.562176500886,26.1243530018
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,0.5,0.622459331202,26.2449186624
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,0.75,0.679178699175,26.3583573984
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,1.0,0.73105857863,26.4621171573
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,1.25,0.777299861175,26.5545997223
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,1.5,0.817574476194,26.6351489524
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,1.75,0.851952801968,26.7039056039
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,2.0,0.880797077978,26.761594156
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,2.25,0.904650535101,26.8093010702
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,2.5,0.924141819979,26.84828364
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,2.75,0.939913349826,26.8798266997
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,3.0,0.952574126822,26.9051482536
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,3.25,0.962673112656,26.9253462253
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,3.5,0.970687769249,26.9413755385
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,3.75,0.97702263009,26.9540452602
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,4.0,0.982013790038,26.9640275801
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,4.25,0.985936372957,26.9718727459
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,4.5,0.989013057369,26.9780261147
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,4.75,0.991422514586,26.9828450292
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,5.0,0.993307149076,26.9866142982
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,5.25,0.994779874306,26.9895597486
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,5.5,0.995929862284,26.9918597246
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,5.75,0.996827317158,26.9936546343
Outlay,25020000000,Net Interest,Function,0.07608424612128474,25,27,link,6.0,0.997527376843,26.9950547537
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-6.0,0.00247262315663,24.0049452463
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-5.75,0.00317268284249,24.0063453657
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-5.5,0.0040701377159,24.0081402754
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-5.25,0.00522012569356,24.0104402514
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-5.0,0.00669285092428,24.0133857018
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-4.75,0.00857748541371,24.0171549708
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-4.5,0.0109869426306,24.0219738853
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-4.25,0.0140636270432,24.0281272541
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-4.0,0.0179862099621,24.0359724199
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-3.75,0.02297736991,24.0459547398
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-3.5,0.0293122307514,24.0586244615
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-3.25,0.0373268873441,24.0746537747
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-3.0,0.0474258731776,24.0948517464
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-2.75,0.060086650174,24.1201733003
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-2.5,0.0758581800212,24.15171636
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-2.25,0.0953494648991,24.1906989298
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-2.0,0.119202922022,24.238405844
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-1.75,0.148047198032,24.2960943961
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-1.5,0.182425523806,24.3648510476
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-1.25,0.222700138825,24.4454002777
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-1.0,0.26894142137,24.5378828427
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-0.75,0.320821300825,24.6416426016
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-0.5,0.377540668798,24.7550813376
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-0.25,0.437823499114,24.8756469982
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,0.0,0.5,25.0
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,0.25,0.562176500886,25.1243530018
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,0.5,0.622459331202,25.2449186624
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,0.75,0.679178699175,25.3583573984
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,1.0,0.73105857863,25.4621171573
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,1.25,0.777299861175,25.5545997223
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,1.5,0.817574476194,25.6351489524
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,1.75,0.851952801968,25.7039056039
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,2.0,0.880797077978,25.761594156
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,2.25,0.904650535101,25.8093010702
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,2.5,0.924141819979,25.84828364
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,2.75,0.939913349826,25.8798266997
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,3.0,0.952574126822,25.9051482536
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,3.25,0.962673112656,25.9253462253
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,3.5,0.970687769249,25.9413755385
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,3.75,0.97702263009,25.9540452602
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,4.0,0.982013790038,25.9640275801
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,4.25,0.985936372957,25.9718727459
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,4.5,0.989013057369,25.9780261147
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,4.75,0.991422514586,25.9828450292
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,5.0,0.993307149076,25.9866142982
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,5.25,0.994779874306,25.9895597486
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,5.5,0.995929862284,25.9918597246
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,5.75,0.996827317158,25.9936546343
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,6.0,0.997527376843,25.9950547537
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-6.0,0.00247262315663,24.0049452463
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-5.75,0.00317268284249,24.0063453657
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-5.5,0.0040701377159,24.0081402754
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-5.25,0.00522012569356,24.0104402514
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-5.0,0.00669285092428,24.0133857018
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-4.75,0.00857748541371,24.0171549708
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-4.5,0.0109869426306,24.0219738853
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-4.25,0.0140636270432,24.0281272541
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-4.0,0.0179862099621,24.0359724199
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-3.75,0.02297736991,24.0459547398
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-3.5,0.0293122307514,24.0586244615
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-3.25,0.0373268873441,24.0746537747
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-3.0,0.0474258731776,24.0948517464
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-2.75,0.060086650174,24.1201733003
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-2.5,0.0758581800212,24.15171636
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-2.25,0.0953494648991,24.1906989298
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-2.0,0.119202922022,24.238405844
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-1.75,0.148047198032,24.2960943961
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-1.5,0.182425523806,24.3648510476
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-1.25,0.222700138825,24.4454002777
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-1.0,0.26894142137,24.5378828427
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-0.75,0.320821300825,24.6416426016
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-0.5,0.377540668798,24.7550813376
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,-0.25,0.437823499114,24.8756469982
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,0.0,0.5,25.0
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,0.25,0.562176500886,25.1243530018
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,0.5,0.622459331202,25.2449186624
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,0.75,0.679178699175,25.3583573984
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,1.0,0.73105857863,25.4621171573
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,1.25,0.777299861175,25.5545997223
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,1.5,0.817574476194,25.6351489524
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,1.75,0.851952801968,25.7039056039
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,2.0,0.880797077978,25.761594156
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,2.25,0.904650535101,25.8093010702
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,2.5,0.924141819979,25.84828364
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,2.75,0.939913349826,25.8798266997
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,3.0,0.952574126822,25.9051482536
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,3.25,0.962673112656,25.9253462253
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,3.5,0.970687769249,25.9413755385
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,3.75,0.97702263009,25.9540452602
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,4.0,0.982013790038,25.9640275801
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,4.25,0.985936372957,25.9718727459
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,4.5,0.989013057369,25.9780261147
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,4.75,0.991422514586,25.9828450292
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,5.0,0.993307149076,25.9866142982
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,5.25,0.994779874306,25.9895597486
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,5.5,0.995929862284,25.9918597246
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,5.75,0.996827317158,25.9936546343
Outlay,14858000000,Veterans Benefits and Services,Function,0.04518224336011385,24,26,link,6.0,0.997527376843,25.9950547537
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-6.0,0.00247262315663,23.0049452463
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-5.75,0.00317268284249,23.0063453657
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-5.5,0.0040701377159,23.0081402754
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-5.25,0.00522012569356,23.0104402514
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-5.0,0.00669285092428,23.0133857018
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-4.75,0.00857748541371,23.0171549708
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-4.5,0.0109869426306,23.0219738853
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-4.25,0.0140636270432,23.0281272541
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-4.0,0.0179862099621,23.0359724199
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-3.75,0.02297736991,23.0459547398
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-3.5,0.0293122307514,23.0586244615
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-3.25,0.0373268873441,23.0746537747
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-3.0,0.0474258731776,23.0948517464
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-2.75,0.060086650174,23.1201733003
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-2.5,0.0758581800212,23.15171636
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-2.25,0.0953494648991,23.1906989298
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-2.0,0.119202922022,23.238405844
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-1.75,0.148047198032,23.2960943961
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-1.5,0.182425523806,23.3648510476
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-1.25,0.222700138825,23.4454002777
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-1.0,0.26894142137,23.5378828427
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-0.75,0.320821300825,23.6416426016
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-0.5,0.377540668798,23.7550813376
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-0.25,0.437823499114,23.8756469982
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,0.0,0.5,24.0
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,0.25,0.562176500886,24.1243530018
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,0.5,0.622459331202,24.2449186624
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,0.75,0.679178699175,24.3583573984
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,1.0,0.73105857863,24.4621171573
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,1.25,0.777299861175,24.5545997223
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,1.5,0.817574476194,24.6351489524
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,1.75,0.851952801968,24.7039056039
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,2.0,0.880797077978,24.761594156
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,2.25,0.904650535101,24.8093010702
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,2.5,0.924141819979,24.84828364
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,2.75,0.939913349826,24.8798266997
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,3.0,0.952574126822,24.9051482536
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,3.25,0.962673112656,24.9253462253
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,3.5,0.970687769249,24.9413755385
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,3.75,0.97702263009,24.9540452602
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,4.0,0.982013790038,24.9640275801
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,4.25,0.985936372957,24.9718727459
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,4.5,0.989013057369,24.9780261147
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,4.75,0.991422514586,24.9828450292
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,5.0,0.993307149076,24.9866142982
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,5.25,0.994779874306,24.9895597486
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,5.5,0.995929862284,24.9918597246
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,5.75,0.996827317158,24.9936546343
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,6.0,0.997527376843,24.9950547537
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-6.0,0.00247262315663,23.0049452463
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-5.75,0.00317268284249,23.0063453657
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-5.5,0.0040701377159,23.0081402754
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-5.25,0.00522012569356,23.0104402514
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-5.0,0.00669285092428,23.0133857018
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-4.75,0.00857748541371,23.0171549708
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-4.5,0.0109869426306,23.0219738853
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-4.25,0.0140636270432,23.0281272541
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-4.0,0.0179862099621,23.0359724199
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-3.75,0.02297736991,23.0459547398
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-3.5,0.0293122307514,23.0586244615
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-3.25,0.0373268873441,23.0746537747
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-3.0,0.0474258731776,23.0948517464
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-2.75,0.060086650174,23.1201733003
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-2.5,0.0758581800212,23.15171636
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-2.25,0.0953494648991,23.1906989298
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-2.0,0.119202922022,23.238405844
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-1.75,0.148047198032,23.2960943961
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-1.5,0.182425523806,23.3648510476
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-1.25,0.222700138825,23.4454002777
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-1.0,0.26894142137,23.5378828427
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-0.75,0.320821300825,23.6416426016
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-0.5,0.377540668798,23.7550813376
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,-0.25,0.437823499114,23.8756469982
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,0.0,0.5,24.0
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,0.25,0.562176500886,24.1243530018
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,0.5,0.622459331202,24.2449186624
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,0.75,0.679178699175,24.3583573984
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,1.0,0.73105857863,24.4621171573
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,1.25,0.777299861175,24.5545997223
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,1.5,0.817574476194,24.6351489524
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,1.75,0.851952801968,24.7039056039
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,2.0,0.880797077978,24.761594156
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,2.25,0.904650535101,24.8093010702
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,2.5,0.924141819979,24.84828364
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,2.75,0.939913349826,24.8798266997
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,3.0,0.952574126822,24.9051482536
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,3.25,0.962673112656,24.9253462253
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,3.5,0.970687769249,24.9413755385
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,3.75,0.97702263009,24.9540452602
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,4.0,0.982013790038,24.9640275801
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,4.25,0.985936372957,24.9718727459
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,4.5,0.989013057369,24.9780261147
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,4.75,0.991422514586,24.9828450292
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,5.0,0.993307149076,24.9866142982
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,5.25,0.994779874306,24.9895597486
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,5.5,0.995929862284,24.9918597246
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,5.75,0.996827317158,24.9936546343
Outlay,7451000000,Transportation,Function,0.02265802229615078,23,25,link,6.0,0.997527376843,24.9950547537
Outlay,7226000000,"Education, Training, Employment, and Social Services",Function,0.02197381144973635,22,24,link,-6.0,0.00247262315663,22.0049452463
